payment_id,customer_id,decision_number,decision_type,selected_action,failure_class,reasons,probabilities,expected_values,fallback_used,risk_checks_passed,policy_version,dry_run
TXN0000018440,C004676,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:11.98"", ""probability_margin:0.02424681""]","{""escalate_to_merchant"": 0.48987204, ""payment_link"": 0.65083861, ""retry_payment"": 0.6265918, ""whatsapp_reminder"": 0.65916222}","{""escalate_to_merchant"": 378.65, ""payment_link"": 525.29, ""retry_payment"": 513.31, ""whatsapp_reminder"": 534.4}",False,True,recovery_policy_v3,True
TXN0000018440,C004676,2,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.48987204, ""payment_link"": 0.65083861, ""retry_payment"": 0.6265918, ""whatsapp_reminder"": 0.65916222}","{""escalate_to_merchant"": 378.65, ""payment_link"": 520.29, ""retry_payment"": 513.31, ""whatsapp_reminder"": 534.4}",True,True,recovery_policy_v3,True
TXN0000018440,C004676,3,block,,technical_retryable,"[""recent_intervention_limit_requires_escalation"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.48987204, ""payment_link"": 0.65083861, ""retry_payment"": 0.6265918, ""whatsapp_reminder"": 0.65916222}","{""escalate_to_merchant"": 378.65, ""payment_link"": 520.29, ""retry_payment"": 508.31, ""whatsapp_reminder"": 534.4}",True,False,recovery_policy_v3,True
TXN0000231148,C000062,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.40055299, ""payment_link"": 0.53882819, ""retry_payment"": 0.53343874, ""whatsapp_reminder"": 0.57286555}","{""escalate_to_merchant"": 102.78, ""payment_link"": 160.89, ""retry_payment"": 167.17, ""whatsapp_reminder"": 173.99}",True,True,recovery_policy_v3,True
TXN0000027707,C009053,1,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.51183635, ""payment_link"": 0.63474345, ""retry_payment"": 0.59811842, ""whatsapp_reminder"": 0.66872036}","{""escalate_to_merchant"": 23.62, ""payment_link"": 49.3, ""retry_payment"": 53.82, ""whatsapp_reminder"": 54.78}",False,False,recovery_policy_v3,True
TXN0000095845,C006793,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:105.89"", ""probability_margin:0.03954619""]","{""escalate_to_merchant"": 0.42254701, ""payment_link"": 0.62807721, ""retry_payment"": 0.58853102, ""whatsapp_reminder"": 0.6355437}","{""escalate_to_merchant"": 1191.94, ""payment_link"": 1797.86, ""retry_payment"": 1691.97, ""whatsapp_reminder"": 1821.62}",False,True,recovery_policy_v3,True
TXN0000040953,C009727,1,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.56746203, ""payment_link"": 0.68124038, ""retry_payment"": 0.66873395, ""whatsapp_reminder"": 0.71460634}","{""escalate_to_merchant"": 335.91, ""payment_link"": 422.27, ""retry_payment"": 422.31, ""whatsapp_reminder"": 445.74}",False,False,recovery_policy_v3,True
TXN0000246834,C009422,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.52472293, ""payment_link"": 0.65306818, ""retry_payment"": 0.63806754, ""whatsapp_reminder"": 0.66553026}","{""escalate_to_merchant"": 85.72, ""payment_link"": 126.8, ""retry_payment"": 131.63, ""whatsapp_reminder"": 131.68}",True,True,recovery_policy_v3,True
TXN0000246834,C009422,2,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.52472293, ""payment_link"": 0.65306818, ""retry_payment"": 0.63806754, ""whatsapp_reminder"": 0.66553026}","{""escalate_to_merchant"": 85.72, ""payment_link"": 126.8, ""retry_payment"": 126.63, ""whatsapp_reminder"": 131.68}",False,False,recovery_policy_v3,True
TXN0000201314,C006992,1,fallback,whatsapp_reminder,authentication_required,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.51292169, ""payment_link"": 0.65728456, ""retry_payment"": 0.60424048, ""whatsapp_reminder"": 0.62720096}","{""escalate_to_merchant"": 13.47, ""payment_link"": 38.3, ""retry_payment"": 42.32, ""whatsapp_reminder"": 38.29}",True,True,recovery_policy_v3,True
TXN0000201314,C006992,2,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.51292169, ""payment_link"": 0.65728456, ""retry_payment"": 0.60424048, ""whatsapp_reminder"": 0.62720096}","{""escalate_to_merchant"": 13.47, ""payment_link"": 38.3, ""retry_payment"": 42.32, ""whatsapp_reminder"": 23.29}",False,False,recovery_policy_v3,True
TXN0000243507,C001496,1,fallback,whatsapp_reminder,customer_decline,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.41656336, ""payment_link"": 0.55139571, ""retry_payment"": 0.49691111, ""whatsapp_reminder"": 0.53902769}","{""escalate_to_merchant"": 91.22, ""payment_link"": 142.84, ""retry_payment"": 135.64, ""whatsapp_reminder"": 141.64}",True,True,recovery_policy_v3,True
TXN0000031139,C009462,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:5.998753070831299"", ""probability_margin:0.01548534631729126""]","{""escalate_to_merchant"": 0.58400762, ""payment_link"": 0.72783595, ""retry_payment"": 0.71235061, ""whatsapp_reminder"": 0.75677717}","{""escalate_to_merchant"": 502.94, ""payment_link"": 646.96, ""retry_payment"": 640.96, ""whatsapp_reminder"": 675.38}",True,True,recovery_policy_v3,True
TXN0000114122,C003718,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.39828956, ""payment_link"": 0.53581816, ""retry_payment"": 0.51761532, ""whatsapp_reminder"": 0.55324185}","{""escalate_to_merchant"": 139.1, ""payment_link"": 209.76, ""retry_payment"": 210.26, ""whatsapp_reminder"": 219.19}",True,True,recovery_policy_v3,True
TXN0000114122,C003718,2,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.39828956, ""payment_link"": 0.53581816, ""retry_payment"": 0.51761532, ""whatsapp_reminder"": 0.55324185}","{""escalate_to_merchant"": 139.1, ""payment_link"": 209.76, ""retry_payment"": 205.26, ""whatsapp_reminder"": 219.19}",False,False,recovery_policy_v3,True
TXN0000150048,C002256,1,fallback,whatsapp_reminder,authentication_required,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.49590909, ""payment_link"": 0.61336493, ""retry_payment"": 0.58899415, ""whatsapp_reminder"": 0.61300147}","{""escalate_to_merchant"": 187.75, ""payment_link"": 252.13, ""retry_payment"": 249.68, ""whatsapp_reminder"": 254.23}",True,True,recovery_policy_v3,True
TXN0000150048,C002256,2,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.49590909, ""payment_link"": 0.61336493, ""retry_payment"": 0.58899415, ""whatsapp_reminder"": 0.61300147}","{""escalate_to_merchant"": 187.75, ""payment_link"": 252.13, ""retry_payment"": 249.68, ""whatsapp_reminder"": 239.23}",False,False,recovery_policy_v3,True
TXN0000215167,C002628,1,stop,,customer_decline,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.30542424, ""payment_link"": 0.49808323, ""retry_payment"": 0.48515952, ""whatsapp_reminder"": 0.5261538}","{""escalate_to_merchant"": 1897.03, ""payment_link"": 3123.44, ""retry_payment"": 3050.11, ""whatsapp_reminder"": 3302.34}",False,False,recovery_policy_v3,True
TXN0000101400,C001906,1,fallback,escalate_to_merchant,merchant_configuration,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.48652846, ""payment_link"": 0.6694355, ""retry_payment"": 0.57624173, ""whatsapp_reminder"": 0.62594098}","{""escalate_to_merchant"": 213.4, ""payment_link"": 317.02, ""retry_payment"": 279.36, ""whatsapp_reminder"": 297.96}",True,True,recovery_policy_v3,True
TXN0000149232,C001692,1,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.52948195, ""payment_link"": 0.65985382, ""retry_payment"": 0.62416959, ""whatsapp_reminder"": 0.66119158}","{""escalate_to_merchant"": 40.66, ""payment_link"": 70.82, ""retry_payment"": 74.4, ""whatsapp_reminder"": 73.24}",False,False,recovery_policy_v3,True
TXN0000044419,C007539,1,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.54946941, ""payment_link"": 0.71472299, ""retry_payment"": 0.67789024, ""whatsapp_reminder"": 0.72416866}","{""escalate_to_merchant"": -3.57, ""payment_link"": 16.87, ""retry_payment"": 23.44, ""whatsapp_reminder"": 19.49}",False,False,recovery_policy_v3,True
TXN0000020920,C002974,1,fallback,whatsapp_reminder,authentication_required,"[""decision_uncertain"", ""expected_value_margin:53.65069371461868"", ""probability_margin:0.01580101251602173""]","{""escalate_to_merchant"": 0.43758541, ""payment_link"": 0.62994927, ""retry_payment"": 0.60312635, ""whatsapp_reminder"": 0.64575028}","{""escalate_to_merchant"": 1398.47, ""payment_link"": 2038.22, ""retry_payment"": 1958.97, ""whatsapp_reminder"": 2091.88}",True,True,recovery_policy_v3,True
TXN0000020920,C002974,2,fallback,payment_link,authentication_required,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.43758541, ""payment_link"": 0.62994927, ""retry_payment"": 0.60312635, ""whatsapp_reminder"": 0.64575028}","{""escalate_to_merchant"": 1398.47, ""payment_link"": 2038.22, ""retry_payment"": 1958.97, ""whatsapp_reminder"": 2076.88}",True,True,recovery_policy_v3,True
TXN0000222252,C005353,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:1.6807899475097656"", ""probability_margin:-0.05355262756347656""]","{""escalate_to_merchant"": 0.55687755, ""payment_link"": 0.71174657, ""retry_payment"": 0.65819395, ""whatsapp_reminder"": 0.68766159}","{""escalate_to_merchant"": 40.71, ""payment_link"": 72.99, ""retry_payment"": 74.67, ""whatsapp_reminder"": 72.39}",True,True,recovery_policy_v3,True
TXN0000145130,C006562,1,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.41850108, ""payment_link"": 0.59933972, ""retry_payment"": 0.50505143, ""whatsapp_reminder"": 0.57109421}","{""escalate_to_merchant"": 641.67, ""payment_link"": 943.75, ""retry_payment"": 801.55, ""whatsapp_reminder"": 901.0}",False,False,recovery_policy_v3,True
TXN0000214915,C000026,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.46733847, ""payment_link"": 0.58412886, ""retry_payment"": 0.57518762, ""whatsapp_reminder"": 0.56741607}","{""escalate_to_merchant"": 8.18, ""payment_link"": 30.47, ""retry_payment"": 37.84, ""whatsapp_reminder"": 31.54}",True,True,recovery_policy_v3,True
TXN0000214915,C000026,2,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.46733847, ""payment_link"": 0.58412886, ""retry_payment"": 0.57518762, ""whatsapp_reminder"": 0.56741607}","{""escalate_to_merchant"": 8.18, ""payment_link"": 30.47, ""retry_payment"": 32.84, ""whatsapp_reminder"": 31.54}",False,False,recovery_policy_v3,True
TXN0000073672,C004585,1,stop,,customer_decline,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.36429274, ""payment_link"": 0.54136437, ""retry_payment"": 0.49248376, ""whatsapp_reminder"": 0.51341796}","{""escalate_to_merchant"": 411.42, ""payment_link"": 637.55, ""retry_payment"": 587.0, ""whatsapp_reminder"": 606.32}",False,False,recovery_policy_v3,True
TXN0000052587,C005243,1,stop,,customer_decline,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.526398, ""payment_link"": 0.69654554, ""retry_payment"": 0.63425303, ""whatsapp_reminder"": 0.68177658}","{""escalate_to_merchant"": 181.35, ""payment_link"": 262.05, ""retry_payment"": 245.63, ""whatsapp_reminder"": 258.51}",False,False,recovery_policy_v3,True
TXN0000201805,C006926,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:73.55"", ""probability_margin:0.04819912""]","{""escalate_to_merchant"": 0.34968075, ""payment_link"": 0.59407848, ""retry_payment"": 0.54587936, ""whatsapp_reminder"": 0.57450199}","{""escalate_to_merchant"": 566.66, ""payment_link"": 994.18, ""retry_payment"": 920.63, ""whatsapp_reminder"": 963.31}",False,True,recovery_policy_v3,True
TXN0000104374,C001586,1,stop,,merchant_configuration,"[""customer_opted_out""]","{""escalate_to_merchant"": 0.49980903, ""payment_link"": 0.74984896, ""retry_payment"": 0.69121325, ""whatsapp_reminder"": 0.73271984}","{""escalate_to_merchant"": 4846.64, ""payment_link"": 7297.78, ""retry_payment"": 6734.26, ""whatsapp_reminder"": 7133.07}",False,False,recovery_policy_v3,True
TXN0000010302,C006888,1,allow,whatsapp_reminder,authentication_required,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:41.28"", ""probability_margin:0.05016193""]","{""escalate_to_merchant"": 0.38647136, ""payment_link"": 0.4931753, ""retry_payment"": 0.48179245, ""whatsapp_reminder"": 0.54333723}","{""escalate_to_merchant"": 275.67, ""payment_link"": 372.69, ""retry_payment"": 371.83, ""whatsapp_reminder"": 413.97}",False,True,recovery_policy_v3,True
TXN0000053376,C000528,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:106.16"", ""probability_margin:0.0421555""]","{""escalate_to_merchant"": 0.35606, ""payment_link"": 0.53565377, ""retry_payment"": 0.49349827, ""whatsapp_reminder"": 0.51732087}","{""escalate_to_merchant"": 939.21, ""payment_link"": 1439.55, ""retry_payment"": 1333.39, ""whatsapp_reminder"": 1392.15}",False,True,recovery_policy_v3,True
TXN0000053376,C000528,2,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.35606, ""payment_link"": 0.53565377, ""retry_payment"": 0.49349827, ""whatsapp_reminder"": 0.51732087}","{""escalate_to_merchant"": 939.21, ""payment_link"": 1434.55, ""retry_payment"": 1333.39, ""whatsapp_reminder"": 1392.15}",True,True,recovery_policy_v3,True
TXN0000035278,C002802,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.51758146, ""payment_link"": 0.66927838, ""retry_payment"": 0.63354146, ""whatsapp_reminder"": 0.66056788}","{""escalate_to_merchant"": 121.48, ""payment_link"": 178.41, ""retry_payment"": 176.29, ""whatsapp_reminder"": 178.19}",True,True,recovery_policy_v3,True
TXN0000035278,C002802,2,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.51758146, ""payment_link"": 0.66927838, ""retry_payment"": 0.63354146, ""whatsapp_reminder"": 0.66056788}","{""escalate_to_merchant"": 121.48, ""payment_link"": 178.41, ""retry_payment"": 171.29, ""whatsapp_reminder"": 178.19}",False,False,recovery_policy_v3,True
TXN0000193304,C008216,1,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.3679744, ""payment_link"": 0.46512121, ""retry_payment"": 0.4468222, ""whatsapp_reminder"": 0.44050282}","{""escalate_to_merchant"": 14.74, ""payment_link"": 39.23, ""retry_payment"": 45.26, ""whatsapp_reminder"": 38.82}",False,False,recovery_policy_v3,True
TXN0000056420,C007184,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:6.186845898628235"", ""probability_margin:0.04960435628890991""]","{""escalate_to_merchant"": 0.41220483, ""payment_link"": 0.59185457, ""retry_payment"": 0.54225022, ""whatsapp_reminder"": 0.58770186}","{""escalate_to_merchant"": 92.89, ""payment_link"": 158.27, ""retry_payment"": 152.08, ""whatsapp_reminder"": 159.33}",True,True,recovery_policy_v3,True
TXN0000056420,C007184,2,fallback,payment_link,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.41220483, ""payment_link"": 0.59185457, ""retry_payment"": 0.54225022, ""whatsapp_reminder"": 0.58770186}","{""escalate_to_merchant"": 92.89, ""payment_link"": 158.27, ""retry_payment"": 147.08, ""whatsapp_reminder"": 159.33}",True,True,recovery_policy_v3,True
TXN0000056420,C007184,3,block,,technical_retryable,"[""recent_intervention_limit_requires_escalation"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.41220483, ""payment_link"": 0.59185457, ""retry_payment"": 0.54225022, ""whatsapp_reminder"": 0.58770186}","{""escalate_to_merchant"": 92.89, ""payment_link"": 153.27, ""retry_payment"": 147.08, ""whatsapp_reminder"": 159.33}",True,False,recovery_policy_v3,True
TXN0000222246,C007686,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.54889208, ""payment_link"": 0.69258529, ""retry_payment"": 0.64383423, ""whatsapp_reminder"": 0.66365087}","{""escalate_to_merchant"": 82.58, ""payment_link"": 124.75, ""retry_payment"": 123.19, ""whatsapp_reminder"": 121.33}",True,True,recovery_policy_v3,True
TXN0000222246,C007686,2,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.54889208, ""payment_link"": 0.69258529, ""retry_payment"": 0.64383423, ""whatsapp_reminder"": 0.66365087}","{""escalate_to_merchant"": 82.58, ""payment_link"": 124.75, ""retry_payment"": 118.19, ""whatsapp_reminder"": 121.33}",False,False,recovery_policy_v3,True
TXN0000108622,C008955,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.41860041, ""payment_link"": 0.53648758, ""retry_payment"": 0.51387417, ""whatsapp_reminder"": 0.52956259}","{""escalate_to_merchant"": 24.81, ""payment_link"": 52.84, ""retry_payment"": 58.15, ""whatsapp_reminder"": 54.27}",True,True,recovery_policy_v3,True
TXN0000108622,C008955,2,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.41860041, ""payment_link"": 0.53648758, ""retry_payment"": 0.51387417, ""whatsapp_reminder"": 0.52956259}","{""escalate_to_merchant"": 24.81, ""payment_link"": 52.84, ""retry_payment"": 53.15, ""whatsapp_reminder"": 54.27}",False,False,recovery_policy_v3,True
TXN0000104777,C007227,1,fallback,escalate_to_merchant,merchant_configuration,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.41723564, ""payment_link"": 0.65057069, ""retry_payment"": 0.58683872, ""whatsapp_reminder"": 0.61085999}","{""escalate_to_merchant"": 1197.08, ""payment_link"": 1894.52, ""retry_payment"": 1715.85, ""whatsapp_reminder"": 1780.46}",True,True,recovery_policy_v3,True
TXN0000236939,C003820,1,fallback,whatsapp_reminder,authentication_required,"[""decision_uncertain"", ""expected_value_margin:2.3862186670303345"", ""probability_margin:0.0006777048110961914""]","{""escalate_to_merchant"": 0.50764203, ""payment_link"": 0.63621652, ""retry_payment"": 0.59564865, ""whatsapp_reminder"": 0.63689423}","{""escalate_to_merchant"": 77.04, ""payment_link"": 116.88, ""retry_payment"": 116.73, ""whatsapp_reminder"": 119.27}",True,True,recovery_policy_v3,True
TXN0000068932,C000343,1,fallback,escalate_to_merchant,merchant_configuration,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.36910558, ""payment_link"": 0.52857691, ""retry_payment"": 0.47097421, ""whatsapp_reminder"": 0.51513034}","{""escalate_to_merchant"": 179.85, ""payment_link"": 282.36, ""retry_payment"": 258.39, ""whatsapp_reminder"": 277.15}",True,True,recovery_policy_v3,True
TXN0000122582,C003502,1,fallback,payment_link,authentication_required,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.4226242, ""payment_link"": 0.6248045, ""retry_payment"": 0.56866151, ""whatsapp_reminder"": 0.61351871}","{""escalate_to_merchant"": 125.88, ""payment_link"": 212.06, ""retry_payment"": 200.01, ""whatsapp_reminder"": 210.28}",True,True,recovery_policy_v3,True
TXN0000122582,C003502,2,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.4226242, ""payment_link"": 0.6248045, ""retry_payment"": 0.56866151, ""whatsapp_reminder"": 0.61351871}","{""escalate_to_merchant"": 125.88, ""payment_link"": 207.06, ""retry_payment"": 200.01, ""whatsapp_reminder"": 210.28}",False,False,recovery_policy_v3,True
TXN0000054056,C004339,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.5033291, ""payment_link"": 0.65174568, ""retry_payment"": 0.62195277, ""whatsapp_reminder"": 0.67012304}","{""escalate_to_merchant"": 196.97, ""payment_link"": 276.42, ""retry_payment"": 271.28, ""whatsapp_reminder"": 286.77}",True,True,recovery_policy_v3,True
TXN0000056581,C006897,1,fallback,escalate_to_merchant,merchant_configuration,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.38977006, ""payment_link"": 0.60610569, ""retry_payment"": 0.56080133, ""whatsapp_reminder"": 0.59819967}","{""escalate_to_merchant"": 2445.36, ""payment_link"": 3830.5, ""retry_payment"": 3551.36, ""whatsapp_reminder"": 3782.64}",True,True,recovery_policy_v3,True
TXN0000140441,C002607,1,fallback,payment_link,authentication_required,"[""decision_uncertain"", ""expected_value_margin:0.7047035694122314"", ""probability_margin:0.009849011898040771""]","{""escalate_to_merchant"": 0.49648297, ""payment_link"": 0.65284866, ""retry_payment"": 0.60956234, ""whatsapp_reminder"": 0.64299965}","{""escalate_to_merchant"": 123.94, ""payment_link"": 184.85, ""retry_payment"": 179.87, ""whatsapp_reminder"": 184.15}",True,True,recovery_policy_v3,True
