payment_id,customer_id,recovered,amount_inr,amount_recovered,intervention_count,intervention_cost,terminal_state,stopped_reason,fraud_flag,customer_opted_out,contact_available,state_history
TXN0000025768,C006471,0,10025,0,0,0.00000000,stopped,"no_eligible_positive_value_action,failure_matrix:block",0,False,True,"[""at_risk"", ""diagnosed"", ""stopped""]"
TXN0000020935,C007354,1,409,409,1,10.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000125527,C007163,1,179,179,1,1.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000202859,C008176,1,408,408,1,1.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000169092,C005196,0,1200,0,2,11.00000000,stopped,"recent_intervention_limit_requires_escalation,failure_matrix:block",0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""failed"", ""next_action"", ""diagnosed"", ""action_selected"", ""action_executed"", ""failed"", ""next_action"", ""diagnosed"", ""stopped""]"
TXN0000102977,C005912,1,1186,1186,1,0.75000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000008063,C008983,1,1288,1288,1,10.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000083414,C002766,0,475,0,0,0.00000000,stopped,"no_eligible_positive_value_action,failure_matrix:block",0,False,True,"[""at_risk"", ""diagnosed"", ""stopped""]"
TXN0000126211,C004878,1,153,153,2,11.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""failed"", ""next_action"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000071775,C001454,1,561,561,1,10.00000000,recovered,,0,False,False,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000222637,C004275,1,632,632,1,10.00000000,recovered,,0,False,False,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000169843,C005260,0,76,0,1,0.75000000,stopped,"no_eligible_positive_value_action,failure_matrix:block",0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""failed"", ""next_action"", ""diagnosed"", ""stopped""]"
TXN0000175417,C003231,1,4257,4257,1,10.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000028424,C007412,0,1151,0,0,0.00000000,stopped,"no_eligible_positive_value_action,failure_matrix:block",0,False,True,"[""at_risk"", ""diagnosed"", ""stopped""]"
TXN0000066394,C002459,1,1831,1831,1,0.75000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000244242,C009336,1,2308,2308,1,10.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000172525,C005810,1,430,430,1,1.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000231284,C002372,1,303,303,2,10.75000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""failed"", ""next_action"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000066686,C005564,1,60,60,1,1.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000069158,C003377,1,1714,1714,1,10.00000000,recovered,,0,False,False,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000080664,C005704,1,696,696,1,0.75000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000134968,C009396,1,4912,4912,1,10.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000087683,C003502,0,300,0,0,0.00000000,stopped,"no_eligible_positive_value_action,failure_matrix:block",0,False,False,"[""at_risk"", ""diagnosed"", ""stopped""]"
TXN0000070643,C003437,1,180,180,1,10.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000133719,C006375,1,4417,4417,1,0.75000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000207814,C003430,1,4921,4921,1,10.00000000,recovered,,0,False,False,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
TXN0000044100,C000380,0,3460,0,1,10.00000000,stopped,"no_eligible_positive_value_action,failure_matrix:block",0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""failed"", ""next_action"", ""diagnosed"", ""stopped""]"
TXN0000070143,C002766,0,282,0,0,0.00000000,stopped,"no_eligible_positive_value_action,failure_matrix:block",0,False,True,"[""at_risk"", ""diagnosed"", ""stopped""]"
TXN0000024970,C000569,0,1530,0,0,0.00000000,stopped,"no_eligible_positive_value_action,failure_matrix:block",0,False,False,"[""at_risk"", ""diagnosed"", ""stopped""]"
TXN0000140363,C000933,0,369,0,0,0.00000000,stopped,"no_eligible_positive_value_action,failure_matrix:block",0,False,True,"[""at_risk"", ""diagnosed"", ""stopped""]"
TXN0000137139,C008319,0,714,0,0,0.00000000,stopped,"no_eligible_positive_value_action,failure_matrix:block",0,False,True,"[""at_risk"", ""diagnosed"", ""stopped""]"
TXN0000104113,C006685,1,1115,1115,1,10.00000000,recovered,,0,False,True,"[""at_risk"", ""diagnosed"", ""action_selected"", ""action_executed"", ""recovered""]"
