payment_id,amount_inr,failure_class,v3_action,v4_action,no_action_probability,v4_selected_probability,v4_incremental_net_value_inr,v4_reasons
TXN0000070143,282.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000024970,1530.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000140363,369.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000137139,714.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000104113,1115.0,authentication_required,payment_link,payment_link,0.0,0.6972646713256836,766.4501085281372,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000117047,149.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000123373,1372.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000193884,889.0,technical_retryable,payment_link,payment_link,0.0,0.7158322930335999,625.3749085068703,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000124222,2564.0,customer_decline,payment_link,payment_link,0.0,0.6073615550994873,1546.2750272750854,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000168522,462.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000234040,322.0,technical_retryable,retry_payment,retry_payment,0.0,0.57805997133255,183.13531076908112,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000206134,355.0,technical_retryable,payment_link,payment_link,0.0,0.6896923780441284,233.8407942056656,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000108405,161.0,customer_decline,payment_link,payment_link,0.0,0.6461036205291748,93.02268290519714,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000082892,856.0,technical_retryable,payment_link,payment_link,0.0,0.6411945223808289,537.8625111579895,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000082161,1433.0,technical_retryable,payment_link,payment_link,0.0,0.5753065943717957,813.4143497347832,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000181164,2661.0,technical_retryable,payment_link,payment_link,0.0,0.6028291583061218,1593.1283902525902,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000014662,91.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.5934653878211975,45.25535029172897,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000155460,2372.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000010586,217.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000204178,1515.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000118247,1273.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000229608,1044.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000171486,2096.0,technical_retryable,retry_payment,retry_payment,0.0,0.7226988077163696,1511.7767009735107,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000064104,230.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.6963115930557251,151.40166640281677,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000172853,649.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.7342175841331482,467.7572121024132,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000051831,813.0,customer_decline,payment_link,payment_link,0.0,0.5130670666694641,406.1235252022743,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000146044,875.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000056223,193.0,technical_retryable,retry_payment,retry_payment,0.0,0.5931152701377869,111.47124713659286,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000062411,1634.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.591047465801239,957.0215591192245,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000068347,1880.0,customer_decline,payment_link,payment_link,0.0,0.6505767107009888,1212.084216117859,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000191329,939.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000243280,218.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.4365530014038086,70.16855430603027,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000184665,95.0,technical_retryable,retry_payment,retry_payment,0.0,0.4910648763179779,43.6511632502079,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000231968,214.0,technical_retryable,retry_payment,retry_payment,0.0,0.6591538190841675,138.05891728401184,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000242207,778.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000143840,40.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000172570,777.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000111127,84.0,technical_retryable,retry_payment,retry_payment,0.0,0.565702497959137,44.519009828567505,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000069376,879.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000089598,306.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6711149215698242,196.6111660003662,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000103154,5350.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""v3_stopping_rule_preserved"", ""customer_opted_out""]"
TXN0000068286,8877.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.3658323585987091,3222.4938472807407,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000124183,6197.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.34235668182373047,2096.5843572616577,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000111293,2078.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000134966,586.0,technical_retryable,retry_payment,retry_payment,0.0,0.7045291662216187,409.85409140586853,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000042622,1948.0,technical_retryable,payment_link,payment_link,0.0,0.6333940029144287,1222.8515176773071,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000123708,571.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6006275415420532,334.2083262205124,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000225091,1353.0,technical_retryable,retry_payment,retry_payment,0.0,0.5737246870994568,773.249501645565,"[""v3_action_passed_incremental_economic_gate""]"
